idx	prefix	english
160		"But we will not forget the help you gave us, with this ink. Without you, large parts of the city would be without the Azgalian Chant." 
161		He hands you a large belt, encrusted with dwarven iconography. 
162		"For me?" 
163		"Uh. Thanks. But I don't think I can wear this." 
164		(Weigh the very heavy belt.) 
165		"Bah!" 
166		"Just throw it over your shoulder, Cleric." 
167		"It is proof of your dwarveness." 
168		"Be proud!" 
169		(Tear up.) "Thanks." 
170		(Hold it up.) "I'm a DWARF!" 
171		All the dwarves in the apartment give a little applause. 
172		"The cause is proud to have you on its side, comrade." 
173		"We will not forget it." 
174		He squints at you. "Hm." 
175		"No, really. I'm very dwarfish." 
176		"No, no. I believe you." 
177		"Just wondering how much?" 
178		"A quarter? Half?" 
179		"I think I had a great grandpa-dwarf or something." 
180		"A sixteenth?" 
181		He grumbles. 
182		"Well. You're a dwarf in my eyes." 
183		"I'm sure you've got a lovely beard under that... <i>helm</i> of yours." 
184		"Yes. Though don't remind me, I'll get itchy." 
185		"Possibly." (Don't think about it.) 
186		"Shaving is difficult." 
187		He scowls. 
188		"I can... imagine." 
189		He clicks his tongue. 
190		"Grooming is key." 
191		He looks you up and down. 
192		"You're kind of... <i>short</i> too." 
193		Short and proud. 
194		He means it as a compliment. <i>Dwarves</i>, man. 
195		"Hah." 
196		"A proud heritage." 
197		"I'm <i>average</i>." 
198		"<i>You're</i> short." 
199		"Oh yes!" 
200		"Well..." 
201		"Short and proud." 
202		The dwarf flashes you a smirk. 
203		"Where are you from, dwarf?" 
204		"What's this Bhan-Emvers thing?" 
205		"How did you end up becoming an Azgal?" 
206		"Do you think dwarves belong here on the surface?" 
207		"What do you think about humans?" 
208		"Which party do you think will win the election?" 
209		"That's all I wanted to know." 
210		"My life story, eh?" 
211		"I was born in the <i>Billing</i>. A city within the twin mountains of eastern Vyz-Kha." 
212		"It used to be a foul place, cleaned up in later years." 
213		"It's the only VK settlement that's connected with River Torna, so growing up I often spoke with Norvikian sailors." 
214		"I was always fascinated by the world outside. Especially since, as Exiles, my people were in many ways viewed as outsiders among the Underfolk." 
215		"To not even be allowed to dig in your own mountains... what kind of life is that?" 
216		"My family." 
217		"I am a distant cousin with the ruler of Vyz-Kha Rikêdom. Something I am not proud of." 
218		"A name is just a name. But annoyingly it has helped me over the years. I wish to distance myself as much as possible these days." 
219		"Chance, mostly." 
220		"I emigrated with some family members. I was still young, in my eyes." 
221		"But coming to Norvik... suddenly being in your thirties meant that you were old!" 
222		"I liked it. I used my education as a Bhan-Emvers to join dwarf-human activist groups around the city." 
223		"Helping any way I could in various guilds. Sometimes as a laborer. Sometimes as a consultant." 
224		"That is how I got in contact with the Azgalist Party, in its early days." 
225		"I was not a founding member, but I was an assistant." 
226		"Holding the title of <i>Third Secretary of The Azgalist Party</i> was my crowning achievement- for a long time." 
227		"Now, some twenty years later, I'm a Foreman. That means I report directly to the party council, while still keeping my boots on the ground." 
228		"That's the way I like it." 
229		"Hm. An incendiary question." 
230		"Dwarves belong where there is good, honest labor." 
231		"That is, in my view, all along the Coast. As well as below it." 
232		"There are dwarves building oppressive empires under several bands." 
233		"There are dwarves who build ships, and journey dangerously close to Jor's Point." 
234		"There are dwarves who live in settlements not unlike those of the Fordnip halflings." 
235		"Just like you humans - just like any folk along the coast - we are as adaptable as they come." 
236		"A pillar of Azgal belief is to not view people as cogs in a machine, but rather like slabs of sandstone, each shaped uniquely by lifetimes of toil." 
237		"Like tall, skinny dwarves." 
238		"Oh." (Look down at yourself.) 
239		He stares at you for a moment, sternly, before bursting into laughter. 
240		"We're all different, Mr. Cityman! But trust me when I say that all creatures you meet around this strange Coast of ours will always be more <i>similar</i> than we are different. Dwarf and human. Man and woman. Devil or angel." 
241		"All bound by laws of nature- these rigid norms... and also, of course, a bunch of strange esoteric mechanisms. Yet a few words exchanged, and you'll find us with the same terrible flaws, and wonderful minds." 
242		"So I like humans the same I like dwarves. Don't you worry." 
243		"Party of Norvik. The Nationalists are in the clear lead, and will be until election day." 
244		"The City will reclaim its supremacy, then." 
245		"Oh really? So you don't believe in an Azgal victory?" 
246		"I'm sure the Freestriders will win in the end." 
247		"No. That's long gone." 
248		He laughs. "An Azgal victory we've already had, Mr. Cityman." 
249		He grunts. "I suppose they'll win as long as there is an election held, in some sense." 
250		"The Workers' Party will get upwards of a fifth of the popular vote. Twenty percent." 
251		"Freestriders a bit over twenty, and the Nationalists about a quarter. Maybe thirty percent, if they're lucky. Our current goal is to use these last few days to surpass the Freestriders, to limit their oppression of the working class." 
252		"But the Nationalists will win the majority. <i>This</i> time." 
253		"Good. I'm voting for the Party of Norvik, you see." 
254		"You won't beat the Freestriders, not as long as I'm voting for them." 
255		"We can beat them together, my dwarven brother. For Azgal!" 
256	DC11 int-	"Sadly, that is true. But next time I might win, and rise to my position as god-king." 
257	DC17 con-	"How about... Agrarians?" (Hesitantly mention that you're Agrarian, like it's some kind of social faux pas.) 
258		"Well, I'm not voting for any of them." 
259		He blows air out his nose. 
260		It's like steam. 
261		"Figured." 
262		"I'd laugh, but I have a feeling you're right." 
263		"Which is exactly why we're fighting them to the bitter end. One rally at a time." 
264		"And perhaps reconsider casting your vote for an oppressive class of rich Reedsian merchants." 
265		He grabs you by the uniform and gives you a full body slam. 
266		OUF. 
267		Your body is in shock from the force. But you can take it. 
268		"For AZGAL." 
269		"That sounds like Arcanist bullshit." 
270		"You best be careful, spouting that around us greens. In jest or no. We don't take kindly to dictators." 
271		"Too bad." 
272		"It was just a joke. I think." 
273		"I see. Thank you for being transparent." 
274		The dwarf grunts, but does not push it further. 
275		"Good folk." 
276		"They are running big chunks of our countryside messaging. Some real good folk." 
277		"When they flipped to our side, it was a bit of a messy situation at first- but it got handled and turned out very, very fine." 
278		He grins. "We're lucky to have them." 
279		"What? Oh, I suppose you're trying to stay neutral, as a Cleric." 
280		"No, I'm just naturally apolitical. It's a talent of mine." 
281		"No, I'm just lazy." 
282		"Yes. Neutral. Exactly." 
283		He frowns. 
284		He is disgusted by you. 
285		"Oh. Well. Shame, really." 
286		He nods. "I can understand. Many workers in this city feel bound to something greater. It takes a lot to break free, and I would not demand that of any exploited lad." 
287		"Okay, Mr. Cityman." 
288		He glares at you for a moment. 
289		Then he bursts into laughter. "Mr. Cityman!" 
290		"I can say many things about you, but unfunny is not one of them!" 
291		"I'm not joking." 
292		"Yeah. A joke. Hah." 
293		I can't stop these Azgals, can I? 
294		His face grows stern. 
295		"Good one." He taps you on the shoulder. 
296		No, you cannot. 
297		Wrestling a dozen dwarves? I mean... 
298		Of course you could. But you do not need to. The law will catch up with them eventually. 
299		Oh, you could never... 
300		If you really want to shut them down, just go report their location to the Freestriders. 
301		<i>Duh</i>. 
302		"If you try anything. Any magic. We will break you." 
303		"So stay on our good side, Mr. Cityman!" 
304		He's joking. A bit. 
305		He is not joking. 
306		"What I know?" 
307		"I know damn well how happy I am that none of my boys were inside at the time." 
308		"Especially happy that none of the Youths got hurt either. They spent a lot of time there, from what I understand." 
309		"The Youths?" 
310		"Did you know the owners?" 
311		"Where were you and your men on the day of the explosion?" 
312		"What are your thoughts on the explosion?" 
313		"That's all about the tea shop, for now." 
314		"The Azgal Youth. It's the youngling corp. They mostly deal with teenagers, and get them into the Azgal 'groove' as they say." 
315		He looks proud. 
316		This dwarf does not keep up with modern vernacular. 
317		"The bird-man? No, I never spoke much with him." 
318		"Something about him never struck quite right with me. And- and not because of the voice thing. Just..." 
319		"It seems like he was happy about hosting the Youth's meetings, and letting us have official drinking nights with local workers." 
320		"But he seemed to me an opportunist, if anything." 
321		"Something about the way he acted. Hm. Not sure what. Just a gut feeling, you know?" 
322		The dwarf KNOWS. But not why. 
323		A man of intuition and little else. 
324		"Busy. As always." 
325		"Now I can't keep track of every lad in here, but me myself? I was in the Palace at the time. Applying for five or so PPGs alongside another Foreman." 
326		"I heard the boom, though. Most of the city probably did. Right at noon." 
327		"No one really seemed to care that much. Even with the ball of smoke rising from Tolstad. I rushed over, of course." 
328		"Fact that no one died was a miracle. And I'm not one to assign to divine intervention for nothing." 
329		"Freestriders. For sure one of their ploys, or plans, or schemes that blew up in their faces." 
330		"Maybe one of their hired hags. Or an elemental mercenary gone rogue?" 
331		"I just know it. They're involved in this. And probably the owner, that Drummer fellow as well." 
332		"Good, good." 
333		"Freestrider." 
334		"Of course, you- excuse me?" 
335		He gives you a clap on the arm and laughs. 
336		"No! Azgalist, of course!" 
337		"What a stupid thing to ask. I like that about you." 
338		He cannot call you that. That's an insult. 
339		Yes, you are pretty stupid. 
340	DC8 str-	"Are you calling me stupid?!" (Get offended.) 
341	FC8 str-	"You're right. I am stupid. I apologize." (Lower yourself before this, much stronger, man.) 
342		"You do?" 
343		"It's not... stupid." 
344		He scoffs. 
345		"Don't act like my Curse-Mother. It's only a jest, Cleric." 
346		"Don't be so sensitive." 
347		He grimaces. 
348		"Damn it, it was a jest. Stand up for yourself." 
349		"Okay." 
350		"...No? I won't?" 
351		"That's good. I mean, no, you should-" 
352		"Just... nevermind." 
353		"That's good!" 
354		"Be a man! Stand up straight! And so on." 
355		"Look..." 
356		"It is. A bit, yeah. But..." 
357		"A man can only learn by asking." 
358		"Keeping it inside will only leave way for ignorance." 
359		"So keep asking your awful and <b>dumb</b> questions, Mr. Cityman!" 
360		He is, as they say, <i>busting your balls</i>. 
361		Like any true man, you enjoy it. 
362		Such an insult. 
363		This cannot stand... 
364	DC13 str-	I enjoy getting my balls... <i>busted</i>? 
365	FC13 str-	"Don't call me dumb, you... <shake>you</shake>..." 
366		Yes. Of course. 
367		Only a <i>pussy</i> would falter at some regular old banter. 
368		Again, do not use that term. 
369		Why don't you try to instead say, 'You'd have to <i>have</i> a pussy to handle <i>this</i> banter.' 
370		This does not make any sense. 
371		"Suitable questions for you then, Alfoz." (Tap him on the back.) 
372		It's like slapping a cliff. 
373		He laughs. 
374		"Indeed, Mr. Cityman." 
375		The dwarf lifts his chin to you. 
376		"You fat - <i>fucking</i> - <shake>GNOME</shake>!" 
377		(Take a breath.) 
378		The dwarf stares at you, slackjawed. 
379		Modissa stops working in the corner, glaring at you. 
380		Holy shit. 
381		"...You're a... sensitive fellow, aren't you?" 
382		"...I don't wanna talk about it." (Seethe.) 
383		"Don't call me dumb." (Seethe harder.) 
384		"Hm?" 
385		"Please don't call me dumb. I don't like it." 
386		"I'm cool. I'm cool." 
387		"Can't handle the banter, eh?" 
388		"Too bad." The dwarf walks up and taps you on the back, hard. 
389		"This is a place for men. Not <i>boys</i>." 
390		You catch a glimpse of Modissa rolling her eyes in the corner. 
391		"OI!" 
392		"What are you doing?" 
393		(Stop leaning out over the edge.) "Nothing." 
394		(Switch into a stretching motion.) "Oh, nothing. Just some isometric exercise." 
395		(Just walk away.) 
396		"Well, stop it. You'll get hurt like that." 
397		"And we keep a bunch of valuables back there. Like our prized Belt of Dwarvenkind." 
398		"Oh, I see. Tell me more about it." 
399		E-"Won't happen again." 
400		"It's a symbol of dwarven friendship! A belt given to friends of Azgalian dwarves, forged by the artificers of the old empire." 
401		"Expensive as all hells! So don't go touching it." 
402		E-"Right." (Wipe the sweat off your brow. But instead just end up wiping the front of your helm. Then leave.) 
