idx	prefix	english
173		The machine was ready? Perhaps it was being used during the explosion. 
174		(Grab the leaves.) 
175		"Mm. Alright, well. That means those tea leaves are evidence." 
176		The goblin is correct for once. 
177		Always good to have proof. 
178		"Evidence, huh..." 
179		Snell stares at you. 
180		"Yeah. Pick up the leaves, Cleric." 
181		You need to get better at listening. 
182		What? He does NOT speak to you that way. 
183		"Oh. Right. Of course." 
184		"You don't tell me what to do." 
185		"Yeah. Of course." 
186		"I think I just did." 
187		He sighs and takes a step back. "Fine. Whatever you do, <i>don't</i> take the leaves, Cleric." 
188		Reverse psychology? What, does he think you're fi- 
189		"Thank you." (Grab the leaves.) 
190		Damn it. 
191		You carefully place the dry leaves in your pouch. 
192		The goblin gives you a nod. 
193		"Now can we please not hang around this... <i>goop</i>." 
