idx	prefix	english
86		Then it goes on for several chapters on the topic of traversing the Undercoast itself, along with visits to the various enclaves and remote isles and the Esoteric Events that often change the landscape that far seawards. 
87		The knowledge held within might not help you directly. Especially by just taking a quick look through it. 
88		But if you run into trouble below... some of these tips could save your life. 
89		(Glance at the note sticking out at the end.) 
90		The Undercoast sure is scary. (Return the tome.) 
91		A short list is stuck to the last page. It contains a bunch of names you don't recognize. 
92		It says, 'DRUIDISM MEETUPS. THEY MEET IN VARIOUS PARKS AND EAT SOME SORT OF SNACK. NOT INTERESTING, NOR DANGEROUS.' 
93		It's a single page going over the official statement regarding the tea shop incident on the 21st of March. 
94		You spend thirty minutes looking through the report. 
95		There's some interesting details here. Mostly things you've heard before. 
96		However, one detail that sticks out is that several people do mention a 'man in yellow' leaving the scene. 
97		That most likely is not your culprit- however, if this person is avoiding authorities, then he could know something relevant. 
98		It appears everyone saw your star witness, Mr. Moonwatch, as he escaped the explosion. 
99		That has to be your culprit. 
100		Interesting. (Return the paper.) 
