Looks like a Vourgeni air-binder. Probably counterfeit.	On dirait un lieur-d'air Vourgeni. Sans doute une contrefaçon.
"Hold on... is this tunnel connected to the TEA SHOP?"	« Attends un peu... ce tunnel serait-il relié au SALON DE THÉ ? »
A not-so tiny dictator.	Un dictateur pas si minuscule.
'All who pass, are mine to keep.'	« Tous ceux qui passent m'appartiennent. »
The goblin glares at you. With his muscles.	Le gobelin te fusille du regard. Avec ses muscles.
Window to Waterlane.	Fenêtre sur Waterlane.
You won't find your god here.	Tu ne trouveras pas ton dieu ici.
He looks upon you.	Il pose son regard sur toi.
A grand entrance - or exit.	Une entrée grandiose — ou une sortie.
A speaker. They must have lines running through the walls.	Un haut-parleur. Ils doivent avoir des câbles courant dans les murs.
Visken's lichhouse must be located within these walls. Just a bit further up.	La demeure-de-liche de Visken doit se trouver entre ces murs. Un peu plus haut.
The dragon herself.	La dragonne en personne.
The goblins chuckle as you walk past.	Les gobelins ricanent à ton passage.
The throne of a <i>modern dragon</i>.	Le trône d'un <i>dragon moderne</i>.
Something foul is fermenting here.	Quelque chose d'immonde fermente ici.
Several potion-boxes are marked with a tiny bird-symbol.	Plusieurs boîtes-à-potions portent un minuscule symbole d'oiseau.
The DEPTHS. Of TOLSTAD.	Les PROFONDEURS. De TOLSTAD.
The <i>depths</i> call to you.	Les <i>profondeurs</i> t'appellent.
The machine groans.	La machine gémit.
Unity of all folk.	L'unité de tous les peuples.
Ah... Bagatelle! The goblin has <i>some</i> good taste then.	Ah... Bagatelle ! Le gobelin a donc <i>un certain</i> bon goût.
The goblin's neatness feels almost divine.	La propreté du gobelin en devient presque divine.
You don't really fit back there.	Tu ne tiens pas vraiment là-derrière.
You do not need to relieve yourself.	Tu n'as pas besoin de te soulager.
He sure is the type to have a photo of himself on the wall.	C'est bien le genre à accrocher une photo de lui-même au mur.
Children's drawings on the wall.	Des dessins d'enfants sur le mur.
A scholarly commendation <i>of the Fordnip Commonwealth</i>.	Une distinction académique <i>du Commonwealth de Fordnip</i>.
This rug is a fake Frukk Framm. How very glib.	Ce tapis est un faux Frukk Framm. Quelle désinvolture.
Looks like an archive.	On dirait des archives.
A framed article titled, 'Octavio Durelius, Hero of Waterlane!'	Un article encadré, intitulé « Octavio Durelius, Héros de Waterlane ! »
Spices and extracted juices of the most exotic varieties.	Des épices et des sucs extraits des variétés les plus exotiques.
Moldy old wood. It gets real damn down here.	Vieux bois moisi. Il fait sacrément humide, là-dessous.
The never-sleeping docks of Waterlane- right below here.	Les docks toujours en éveil de Waterlane — juste en dessous.
These windows... the Freestriders have converted this building into a warehouse.	Ces fenêtres... les Errants ont converti ce bâtiment en entrepôt.
One of <i>many</i> Freestrider compounds in the city.	L'un des <i>nombreux</i> repaires des Errants dans la ville.
Deep. Groaning. <i>The Bell of Waterlane</i>.	Grave. Gémissante. <i>La Cloche de Waterlane</i>.
No one can dismiss the dwarves' architectural genius.	Nul ne saurait nier le génie architectural des nains.
A BELL of the CITY.	Une CLOCHE de la CITÉ.
<i>TORNA.</i> The first of the river guilds.	<i>TORNA.</i> La première des guildes fluviales.
You are WITHIN the red rock of Tolstad.	Tu te trouves AU CŒUR de la roche rouge de Tolstad.
These pipes connect with the vast sewer system of Tolstad.	Ces conduites se raccordent au vaste réseau d'égouts de Tolstad.
Excluding the anti-magic messaging, Freestriderism comes with great branding.	Le message anti-magie mis à part, l'Errantisme jouit d'une image de marque remarquable.
Stairs down to the bustling docks.	Des escaliers menant aux docks grouillants.
The note on these crates is signed, <i>Your loyal servant, Agent Viira.</i>	Le mot sur ces caisses est signé : <i>Votre loyale servante, l'Agent Viira.</i>
An altar to a heretical faith. Consecrate it!	Un autel voué à une foi hérétique. Consacre-le !
Beware, the CRUNCH.	Gare au CROQUE.
This is an awfully ominous hallway.	Ce couloir est terriblement sinistre.
Please don't step on the literal human skulls.	Par pitié, ne marche pas sur les crânes humains, au sens propre.
You can see the whole survey from here.	D'ici, tu embrasses tout le relevé du regard.
A monster manual! But most pages are ruined.	Un manuel des monstres ! Mais la plupart des pages sont fichues.
These are the sewers below Waterlane.	Voici les égouts sous Waterlane.
You can hear the wind outside. An illusion, surely.	Tu entends le vent au dehors. Une illusion, à n'en pas douter.
This vast array of knowledge...	Cette vaste étendue de savoir...
The abyss will swallow your soul.	L'abîme engloutira ton âme.
A red dragon, fallen to humanities greatness.	Un dragon rouge, tombé face à la grandeur de l'humanité.
The dungeon continues far into the west-part of Tolstad.	Le donjon se prolonge loin dans la partie ouest de Tolstad.
The goblins are reclaiming the tunnel east. It's gotten real <i>hot</i> down there.	Les gobelins reprennent le tunnel de l'est. Il fait sacrément <i>chaud</i> là-dessous.
"<i>As the giant sky fell down...</i>"	« <i>Tandis que le ciel géant s'effondrait...</i> »
<i>He was here.</i>	<i>Il était là.</i>
You feel his presence.	Tu ressens sa présence.
The path ends abruptly. It almost does not seem real.	Le chemin s'interrompt brusquement. Cela paraît presque irréel.
The light is not real. How strange.	La lumière n'est pas réelle. Comme c'est étrange.
Another god. But there is something to its eye...	Un autre dieu. Mais il y a quelque chose dans son œil...
<i>The Fortress</i>. Was still there a thousand years ago, eh?	<i>La Forteresse</i>. Elle était encore là il y a mille ans, pas vrai ?
The various dragon-thrones of Old Diminor.	Les divers trônes-de-dragon du Vieux Diminor.
HEIRWATH. THE FIRST GUEST.	HEIRWATH. LE PREMIER INVITÉ.
Today, this is a cursed land.	Aujourd'hui, c'est une terre maudite.
Oh, to hear what strange bardic nonsense these snails cooked up...	Oh, entendre quelles étranges sornettes de barde ces escargots ont bien pu concocter...
It was the drake-kin who first broke the Beasts of Jor.	Ce sont les drake-kin qui, les premiers, brisèrent les Bêtes de Jor.
Huh. Looks like some type of tourney. Fun.	Tiens. On dirait une sorte de tournoi. Amusant.
The troll must have raided some Undercoast merchant.	Le troll a dû dévaliser quelque marchand de la Sous-Côte.
Hey, you can walk here!	Tiens, tu peux marcher ici !
Ruins of the Toulin'Catl.	Ruines du Toulin'Catl.
The great minds of snails- overgrown. Forgotten.	Les grands esprits des escargots — envahis par la végétation. Oubliés.
What a divine view.	Quelle vue divine.
That's one hell of a drop.	Ça, c'est une sacrée chute.
A shrine older than any man on the Coast.	Un sanctuaire plus ancien que tout homme de la Côte.
A false image of the Toulin'catl. A memory.	Une fausse image du Toulin'catl. Un souvenir.
Looks like the bell on Waterlane.	On dirait la cloche de Waterlane.
Yeah, this goes on for miles.	Ouais, ça s'étend sur des lieues.
Not quite apples. The <i>idea</i> of apples.	Pas tout à fait des pommes. L'<i>idée</i> des pommes.
To the beginning. Is this all just a memory?	Vers le commencement. Tout ceci ne serait-il qu'un souvenir ?
Those fancy red cliffs. Or some type of mimcry.	Ces belles falaises rouges. Ou quelque sorte d'imitation.
You see him in the dark - the last son.	Tu le vois dans les ténèbres — le dernier fils.
He is here.	Il est là.
You're not gonna find anything back here.	Tu ne trouveras rien par ici.
A gate to NOWHERE.	Une porte vers NULLE PART.
Pieces of Norvik, scatters further - here, too.	Des fragments de Norvik, éparpillés plus loin — ici aussi.
Only a vast void in this direction.	Rien qu'un vaste néant dans cette direction.
